product_id,product_name,category_name,brand,units_sold,revenue,estimated_cost,gross_profit
403,EcoSphere Running Shoes 403,Beauty,EcoSphere,360,59167.28,23979.60,35187.68
53,NovaCraft Office Chair 53,Beauty,NovaCraft,331,58676.67,30620.81,28055.86
280,BlueNest Smart Watch 280,Home & Kitchen,BlueNest,357,58242.91,23172.87,35070.04
479,Purely Office Chair 479,Books,Purely,381,57393.69,30205.68,27188.01
52,UrbanEdge Face Serum 52,Pets,UrbanEdge,406,57315.13,31627.40,25687.73
407,EcoSphere Notebook 407,Office,EcoSphere,371,57008.94,26155.50,30853.44
412,EverPeak Face Serum 412,Health,EverPeak,366,56908.09,23742.42,33165.67
337,UrbanEdge Office Chair 337,Books,UrbanEdge,360,56712.69,34333.20,22379.49
263,ZenHaus Garden Hose 263,Office,ZenHaus,331,56506.57,21210.48,35296.09
347,BlueNest Sunglasses 347,Fashion,BlueNest,354,56412.23,33038.82,23373.41
281,BrightPath Sunglasses 281,Office,BrightPath,356,56198.54,35923.96,20274.58
113,EcoSphere Car Charger 113,Pets,EcoSphere,397,55920.61,32180.82,23739.79
338,Purely Pet Bed 338,Fashion,Purely,399,55548.73,33320.49,22228.24
69,Northstar Board Game 69,Books,Northstar,386,54854.64,30505.58,24349.06
235,TerraWorks Running Shoes 235,Books,TerraWorks,347,54431.86,41768.39,12663.47
496,CoreFlex Running Shoes 496,Health,CoreFlex,377,53891.70,24621.87,29269.83
429,ZenHaus Water Bottle 429,Beauty,ZenHaus,319,53844.94,23845.25,29999.69
288,Northstar Face Serum 288,Health,Northstar,381,53560.22,32979.36,20580.86
450,ZenHaus Yoga Mat 450,Electronics,ZenHaus,338,53311.29,30460.56,22850.73
414,Northstar Desk Lamp 414,Books,Northstar,382,52787.47,39724.18,13063.29
462,TerraWorks Headphones 462,Automotive,TerraWorks,301,52712.24,44358.37,8353.87
353,BrightPath Car Charger 353,Home & Kitchen,BrightPath,378,52705.62,42438.06,10267.56
195,BlueNest Board Game 195,Electronics,BlueNest,386,52217.42,26151.50,26065.92
332,Apex Notebook 332,Electronics,Apex,370,51675.39,29988.50,21686.89
22,NovaCraft Garden Hose 22,Books,NovaCraft,353,51140.68,24830.02,26310.66
331,NovaCraft Yoga Mat 331,Books,NovaCraft,357,51139.04,23908.29,27230.75
267,Vividly Yoga Mat 267,Sports,Vividly,328,50780.60,25682.40,25098.20
266,BlueNest Running Shoes 266,Automotive,BlueNest,358,50517.19,28969.36,21547.83
354,Vividly Yoga Mat 354,Health,Vividly,370,49494.57,36322.90,13171.67
432,UrbanEdge Cookware Set 432,Toys,UrbanEdge,326,49467.66,40098.00,9369.66
436,Northstar Mixer 436,Health,Northstar,337,49375.04,28146.24,21228.80
399,UrbanEdge Yoga Mat 399,Electronics,UrbanEdge,333,49355.87,21102.21,28253.66
362,EcoSphere Desk Lamp 362,Fashion,EcoSphere,357,48814.38,38531.01,10283.37
492,CoreFlex Face Serum 492,Health,CoreFlex,326,48367.52,31387.28,16980.24
390,Northstar Backpack 390,Garden,Northstar,323,48166.15,25975.66,22190.49
21,Lumina Car Charger 21,Electronics,Lumina,389,47741.44,19002.65,28738.79
451,NovaCraft Yoga Mat 451,Electronics,NovaCraft,320,47577.49,27360.00,20217.49
30,Purely Bluetooth Speaker 30,Garden,Purely,315,47504.86,39787.65,7717.21
36,Northstar Headphones 36,Pets,Northstar,368,47217.64,32008.64,15209.00
297,EverPeak Coffee Maker 297,Toys,EverPeak,287,46959.84,32881.59,14078.25
380,EverPeak Running Shoes 380,Pets,EverPeak,367,46821.33,34776.92,12044.41
328,CoreFlex Board Game 328,Home & Kitchen,CoreFlex,358,46596.05,31847.68,14748.37
260,CoreFlex Car Charger 260,Garden,CoreFlex,345,46404.49,18733.50,27670.99
298,NovaCraft Board Game 298,Health,NovaCraft,349,46363.28,36735.74,9627.54
187,Northstar Notebook 187,Fashion,Northstar,349,46088.67,36041.23,10047.44
411,ZenHaus Mixer 411,Garden,ZenHaus,389,45782.26,20581.99,25200.27
194,ZenHaus Garden Hose 194,Fashion,ZenHaus,323,45548.97,31702.45,13846.52
121,Purely Face Serum 121,Books,Purely,354,44515.91,29300.58,15215.33
209,TerraWorks Face Serum 209,Automotive,TerraWorks,355,44423.70,35063.35,9360.35
85,BrightPath Desk Lamp 85,Pets,BrightPath,368,44376.94,21112.16,23264.78
32,BlueNest Smart Watch 32,Electronics,BlueNest,349,43909.83,20440.93,23468.90
409,ZenHaus Backpack 409,Beauty,ZenHaus,358,42925.34,19117.20,23808.14
327,Northstar Cookware Set 327,Beauty,Northstar,399,42585.63,27574.89,15010.74
12,BrightPath Face Serum 12,Home & Kitchen,BrightPath,324,42427.25,20259.72,22167.53
14,BlueNest Sunglasses 14,Beauty,BlueNest,336,41987.71,16309.44,25678.27
466,BrightPath Face Serum 466,Automotive,BrightPath,356,41961.37,26967.00,14994.37
420,TerraWorks Mixer 420,Sports,TerraWorks,344,41808.62,21682.32,20126.30
455,TerraWorks Car Charger 455,Automotive,TerraWorks,373,41565.49,20093.51,21471.98
174,EcoSphere Desk Lamp 174,Office,EcoSphere,344,41130.56,20722.56,20408.00
463,ZenHaus Smart Watch 463,Toys,ZenHaus,341,40814.78,17523.99,23290.79
9,EcoSphere Sunglasses 9,Automotive,EcoSphere,270,40407.94,17595.90,22812.04
385,Lumina Board Game 385,Office,Lumina,342,40113.75,27035.10,13078.65
148,Lumina Desk Lamp 148,Sports,Lumina,331,39513.88,17814.42,21699.46
341,ZenHaus Backpack 341,Fashion,ZenHaus,396,39451.37,19063.44,20387.93
369,BlueNest Face Serum 369,Fashion,BlueNest,323,39100.39,33110.73,5989.66
154,EcoSphere Car Charger 154,Fashion,EcoSphere,348,38685.80,19568.04,19117.76
120,NovaCraft Board Game 120,Beauty,NovaCraft,340,37870.26,29699.00,8171.26
108,TerraWorks Backpack 108,Garden,TerraWorks,363,37702.94,15623.52,22079.42
131,BrightPath Yoga Mat 131,Home & Kitchen,BrightPath,353,37198.99,16509.81,20689.18
7,Purely Face Serum 7,Fashion,Purely,370,36882.38,23550.50,13331.88
227,Apex Running Shoes 227,Sports,Apex,365,36793.51,19093.15,17700.36
273,EcoSphere Desk Lamp 273,Home & Kitchen,EcoSphere,413,36767.28,26506.34,10260.94
49,UrbanEdge Board Game 49,Automotive,UrbanEdge,368,36549.92,28067.36,8482.56
339,EcoSphere Notebook 339,Sports,EcoSphere,290,36466.36,27039.60,9426.76
128,Purely Pet Bed 128,Health,Purely,340,36133.62,17017.00,19116.62
217,EcoSphere Car Charger 217,Beauty,EcoSphere,363,36093.66,23892.66,12201.00
134,UrbanEdge Notebook 134,Pets,UrbanEdge,361,35230.53,20988.54,14241.99
490,Vividly Backpack 490,Garden,Vividly,357,34857.72,20545.35,14312.37
482,Vividly Running Shoes 482,Toys,Vividly,399,34479.18,17667.72,16811.46
431,ZenHaus Garden Hose 431,Office,ZenHaus,294,34355.65,13221.18,21134.47
248,Purely Desk Lamp 248,Beauty,Purely,315,33178.23,12974.85,20203.38
477,TerraWorks Coffee Maker 477,Garden,TerraWorks,343,32735.46,14773.01,17962.45
151,ZenHaus Cookware Set 151,Health,ZenHaus,352,32706.63,20401.92,12304.71
422,EcoSphere Mixer 422,Home & Kitchen,EcoSphere,384,32564.93,25271.04,7293.89
294,NovaCraft Water Bottle 294,Beauty,NovaCraft,319,32128.60,13050.29,19078.31
40,Apex Mixer 40,Pets,Apex,364,32072.93,18538.52,13534.41
226,EverPeak Sunglasses 226,Pets,EverPeak,312,32018.02,13752.96,18265.06
106,BrightPath Water Bottle 106,Toys,BrightPath,350,31754.57,19586.00,12168.57
308,Northstar Sunglasses 308,Toys,Northstar,334,31604.10,24298.50,7305.60
183,TerraWorks Headphones 183,Electronics,TerraWorks,327,31017.41,22706.88,8310.53
196,UrbanEdge Office Chair 196,Beauty,UrbanEdge,290,30504.40,18252.60,12251.80
315,Vividly Smart Watch 315,Garden,Vividly,389,30416.90,15840.08,14576.82
498,EverPeak Headphones 498,Books,EverPeak,367,29846.06,12239.45,17606.61
193,SwiftPro Coffee Maker 193,Electronics,SwiftPro,319,29695.10,11713.68,17981.42
140,Northstar Backpack 140,Fashion,Northstar,390,28580.74,17202.90,11377.84
243,UrbanEdge Face Serum 243,Books,UrbanEdge,360,28489.75,14281.20,14208.55
356,Lumina Desk Lamp 356,Electronics,Lumina,345,28273.40,16760.10,11513.30
10,EcoSphere Board Game 10,Toys,EcoSphere,387,28067.79,19458.36,8609.43
188,ZenHaus Pet Bed 188,Health,ZenHaus,309,26757.33,16404.81,10352.52
92,EcoSphere Smart Watch 92,Automotive,EcoSphere,339,26146.61,18980.61,7166.00
290,ZenHaus Cookware Set 290,Books,ZenHaus,362,25796.28,13086.30,12709.98
452,CoreFlex Sunglasses 452,Pets,CoreFlex,352,25535.19,20785.60,4749.59
476,BlueNest Smart Watch 476,Fashion,BlueNest,314,25505.94,13442.34,12063.60
76,EcoSphere Mixer 76,Home & Kitchen,EcoSphere,324,24852.21,11757.96,13094.25
251,UrbanEdge Backpack 251,Beauty,UrbanEdge,420,24433.57,12066.60,12366.97
71,Vividly Pet Bed 71,Garden,Vividly,313,24389.17,9937.75,14451.42
344,Northstar Smart Watch 344,Office,Northstar,363,23443.44,15648.93,7794.51
198,Vividly Travel Mug 198,Electronics,Vividly,403,22797.23,13927.68,8869.55
277,BrightPath Office Chair 277,Fashion,BrightPath,337,22664.06,8553.06,14111.00
143,NovaCraft Travel Mug 143,Pets,NovaCraft,322,22385.70,13578.74,8806.96
231,UrbanEdge Notebook 231,Fashion,UrbanEdge,339,22337.25,18306.00,4031.25
86,Lumina Desk Lamp 86,Beauty,Lumina,394,21339.65,10835.00,10504.65
119,BrightPath Travel Mug 119,Office,BrightPath,353,21241.79,8171.95,13069.84
88,Northstar Garden Hose 88,Garden,Northstar,283,21165.61,8419.25,12746.36
62,Lumina Car Charger 62,Pets,Lumina,364,20682.88,12161.24,8521.64
136,Apex Board Game 136,Garden,Apex,337,20183.64,9392.19,10791.45
402,ZenHaus Backpack 402,Office,ZenHaus,329,19523.70,15581.44,3942.26
285,Purely Office Chair 285,Books,Purely,370,19029.50,13331.10,5698.40
237,BrightPath Cookware Set 237,Pets,BrightPath,341,19019.76,14199.24,4820.52
382,Purely Headphones 382,Beauty,Purely,342,18180.09,9172.44,9007.65
159,Apex Pet Bed 159,Books,Apex,357,17998.83,14333.55,3665.28
190,Purely Yoga Mat 190,Pets,Purely,360,17979.16,7790.40,10188.76
440,EverPeak Backpack 440,Automotive,EverPeak,356,17940.56,14827.40,3113.16
166,SwiftPro Water Bottle 166,Toys,SwiftPro,362,17136.69,10689.86,6446.83
212,Lumina Sunglasses 212,Books,Lumina,348,16737.95,11539.68,5198.27
173,SwiftPro Backpack 173,Home & Kitchen,SwiftPro,360,16248.72,6724.80,9523.92
427,Vividly Coffee Maker 427,Garden,Vividly,378,15841.97,7261.38,8580.59
246,SwiftPro Car Charger 246,Home & Kitchen,SwiftPro,350,15487.82,9478.00,6009.82
293,EcoSphere Bluetooth Speaker 293,Fashion,EcoSphere,324,15176.48,8112.96,7063.52
426,Northstar Face Serum 426,Garden,Northstar,343,15138.56,8458.38,6680.18
330,Vividly Car Charger 330,Office,Vividly,318,14937.88,11114.10,3823.78
122,Northstar Running Shoes 122,Toys,Northstar,364,14888.88,10177.44,4711.44
102,SwiftPro Mixer 102,Health,SwiftPro,326,14682.08,6063.60,8618.48
103,EverPeak Car Charger 103,Beauty,EverPeak,386,14426.47,6542.70,7883.77
244,UrbanEdge Mixer 244,Toys,UrbanEdge,345,14341.91,9083.85,5258.06
250,Lumina Face Serum 250,Pets,Lumina,335,13953.62,10843.95,3109.67
387,Lumina Travel Mug 387,Garden,Lumina,340,13934.33,5514.80,8419.53
139,EcoSphere Cookware Set 139,Sports,EcoSphere,375,13396.28,5572.50,7823.78
83,Northstar Smart Watch 83,Health,Northstar,380,13317.00,8546.20,4770.80
441,Vividly Backpack 441,Electronics,Vividly,279,13192.60,7739.46,5453.14
488,CoreFlex Notebook 488,Toys,CoreFlex,342,13022.20,8231.94,4790.26
228,UrbanEdge Garden Hose 228,Automotive,UrbanEdge,351,12414.78,10336.95,2077.83
381,Vividly Coffee Maker 381,Electronics,Vividly,365,12122.58,4606.30,7516.28
233,EcoSphere Office Chair 233,Toys,EcoSphere,339,11826.14,5763.00,6063.14
150,Apex Yoga Mat 150,Fashion,Apex,372,11677.26,9140.04,2537.22
370,EcoSphere Running Shoes 370,Automotive,EcoSphere,341,11515.54,5902.71,5612.83
268,ZenHaus Pet Bed 268,Books,ZenHaus,313,11389.34,8097.31,3292.03
253,Apex Mixer 253,Electronics,Apex,370,10021.11,4872.90,5148.21
181,CoreFlex Running Shoes 181,Books,CoreFlex,366,9992.20,4183.38,5808.82
99,Purely Smart Watch 99,Sports,Purely,375,9968.67,5471.25,4497.42
355,NovaCraft Smart Watch 355,Books,NovaCraft,372,9134.98,7659.48,1475.50
75,Apex Mixer 75,Sports,Apex,345,8562.28,3550.05,5012.23
242,BlueNest Yoga Mat 242,Garden,BlueNest,331,8539.86,3356.34,5183.52
45,Purely Face Serum 45,Sports,Purely,351,8506.70,3453.84,5052.86
301,NovaCraft Office Chair 301,Office,NovaCraft,389,8066.18,5208.71,2857.47
325,TerraWorks Board Game 325,Books,TerraWorks,388,7302.22,4970.28,2331.94
79,EcoSphere Car Charger 79,Health,EcoSphere,375,7164.51,5535.00,1629.51
478,SwiftPro Smart Watch 478,Office,SwiftPro,414,7115.79,4247.64,2868.15
94,Apex Notebook 94,Home & Kitchen,Apex,355,6378.97,4160.60,2218.37
394,BrightPath Backpack 394,Garden,BrightPath,347,6346.61,3980.09,2366.52
74,CoreFlex Notebook 74,Toys,CoreFlex,345,6093.10,2383.95,3709.15
42,NovaCraft Running Shoes 42,Sports,NovaCraft,315,5904.81,2822.40,3082.41
126,UrbanEdge Sunglasses 126,Fashion,UrbanEdge,341,5879.94,3658.93,2221.01
376,Apex Water Bottle 376,Electronics,Apex,372,5784.17,3251.28,2532.89
428,BrightPath Water Bottle 428,Automotive,BrightPath,336,5681.14,2415.84,3265.30
388,Northstar Travel Mug 388,Toys,Northstar,351,4989.12,3646.89,1342.23
8,SwiftPro Running Shoes 8,Electronics,SwiftPro,307,4842.44,3134.47,1707.97
185,BlueNest Garden Hose 185,Health,BlueNest,349,4517.88,2118.43,2399.45
81,ZenHaus Pet Bed 81,Automotive,ZenHaus,342,3774.31,1696.32,2077.99
379,BlueNest Coffee Maker 379,Beauty,BlueNest,344,3763.23,1902.32,1860.91
100,NovaCraft Car Charger 100,Beauty,NovaCraft,339,3525.56,1942.47,1583.09
20,EverPeak Coffee Maker 20,Toys,EverPeak,369,3231.82,2630.97,600.85
262,NovaCraft Mixer 262,Electronics,NovaCraft,403,3208.38,2494.57,713.81
474,EcoSphere Garden Hose 474,Beauty,EcoSphere,297,3172.54,1939.41,1233.13
433,ZenHaus Running Shoes 433,Home & Kitchen,ZenHaus,346,3142.48,2089.84,1052.64
221,BlueNest Garden Hose 221,Pets,BlueNest,345,2663.25,1752.60,910.65
378,EcoSphere Pet Bed 378,Sports,EcoSphere,307,2602.49,1783.67,818.82
192,BlueNest Headphones 192,Office,BlueNest,308,2474.56,1604.68,869.88
289,EcoSphere Running Shoes 289,Beauty,EcoSphere,333,2414.29,1192.14,1222.15
